Date,"Hours_Watched","HW gain %","Avg_Viewers","Avg. View. Gain %","Peak_Viewers",Airtime,"Followers_Gained","Live Views","Authorized Viewers","Auth. / All Viewers Ratio","Unique Viewers"
"23 January, 2023",-,-,-,-,-,-,-859,-,-,-,-
"24 January, 2023",-,-,-,-,-,-,-859,-,-,-,-
"25 January, 2023","185 385",-75.04%,"52 967",-0.16%,"68 104","3h 30m",247,0,"158 000",89%,"178 527"
"26 January, 2023","409 181",120.72%,"53 958",1.87%,"71 362","7h 35m","1 791","1 668 641","214 000",96%,"223 995"
"27 January, 2023","556 171",35.92%,"50 947",-5.58%,"63 418","10h 55m","1 900","1 230 214","251 000",88%,"284 774"
"28 January, 2023","910 213",63.66%,"52 512",3.07%,"72 134","17h 20m","1 688",0,"378 000",92%,"411 893"
"29 January, 2023",-,-,-,-,-,-,138,-,-,-,-
"30 January, 2023",-,-,-,-,-,-,138,-,-,-,-
"31 January, 2023","612 608",-32.70%,"58 810",11.99%,"76 251","10h 25m","1 630","1 404 431","295 000",89%,"332 703"
"01 February, 2023","785 216",28.18%,"53 235",-9.48%,"75 154","14h 45m","2 328",0,"371 000",90%,"410 593"
"02 February, 2023","353 480",-54.98%,"50 497",-5.14%,"62 485","7h ",713,"2 249 823","255 000",92%,"277 893"
"03 February, 2023","289 323",-18.15%,"52 604",4.17%,"68 754","5h 30m",443,"1 431 198","170 000",92%,"184 648"
"04 February, 2023","131 006",-54.72%,"52 403",-0.38%,"64 727","2h 30m",335,0,"133 000",89%,"149 587"
"05 February, 2023","728 543",456.11%,"63 352",20.89%,"86 693","11h 30m","3 445","1 838 930","417 000",90%,"464 762"
"06 February, 2023","635 990",-12.70%,"70 017",10.52%,"99 212","9h 5m","2 890",0,"377 000",87%,"431 957"
"07 February, 2023","1 853 560",191.44%,"85 549",22.18%,"129 248","21h 40m","33 331","5 696 003","970 000",87%,"1 118 558"
"08 February, 2023","13 936",-99.25%,"27 871",-67.42%,"42 417",30m,-6,0,"94 000",82%,"115 033"
"09 February, 2023","480 271",3K%,"48 027",72.32%,"59 456","10h ","3 024","1 296 484","317 000",90%,"352 735"
"10 February, 2023","79 063",-83.54%,"45 179",-5.93%,"49 738","1h 45m",287,"578 046","90 000",93%,"96 497"
"11 February, 2023","459 510",481.19%,"45 572",0.87%,"65 213","10h 5m","3 175","1 171 496","302 000",89%,"339 178"
"12 February, 2023","561 872",22.28%,"58 630",28.66%,"68 326","9h 35m","4 413","1 468 273","309 000",89%,"347 058"
"13 February, 2023","858 409",52.78%,"50 495",-13.88%,"67 500","17h ","4 368",0,"439 000",91%,"484 900"
"14 February, 2023","131 777",-84.65%,"63 253",25.27%,"70 101","2h 5m",691,"2 466 626","115 000",90%,"127 959"
"15 February, 2023","605 730",359.66%,"45 430",-28.18%,"65 784","13h 20m","1 919",0,"344 000",92%,"374 737"
"16 February, 2023","385 206",-36.41%,"53 132",16.95%,"64 153","7h 15m","1 292","1 987 464","265 000",90%,"295 886"
"17 February, 2023","362 563",-5.88%,"53 713",1.09%,"65 158","6h 45m","1 093","1 419 491","190 000",89%,"212 396"
"18 February, 2023","945 803",160.87%,"51 590",-3.95%,"68 822","18h 20m","3 677",0,"444 000",91%,"489 597"
"19 February, 2023","12 805",-98.65%,"51 219",-0.72%,"65 968",15m,6,"2 271 119","51 000",69%,"74 167"
"20 February, 2023","422 497",3K%,"44 473",-13.17%,"53 710","9h 30m","1 697","955 627","208 000",89%,"234 599"
"21 February, 2023","145 259",-65.62%,"49 803",11.99%,"60 511","2h 55m",723,0,"160 000",91%,"176 252"
"22 February, 2023","493 178",239.52%,"48 115",-3.39%,"65 610","10h 15m",823,"1 380 241","260 000",91%,"286 515"
"23 February, 2023","688 525",39.61%,"51 002",6%,"65 077","13h 30m","2 026","1 272 851","348 000",91%,"383 520"
"24 February, 2023","390 434",-43.29%,"48 804",-4.31%,"60 321","8h ","1 574","1 616 020","241 000",89%,"272 060"
"25 February, 2023","421 948",8.07%,"51 667",5.87%,"63 211","8h 10m","1 818","1 374 115","234 000",88%,"267 045"
"26 February, 2023","431 575",2.28%,"48 401",-6.32%,"58 995","8h 55m","2 068","1 010 751","209 000",90%,"230 985"
"27 February, 2023","516 787",19.74%,"47 340",-2.19%,"63 370","10h 55m","3 164","1 101 100","250 000",87%,"286 001"
"28 February, 2023","737 311",42.67%,"72 523",53.20%,"126 179","10h 10m","31 875","659 323","528 000",96%,"547 324"
"01 March, 2023","622 702",-15.54%,"66 128",-8.82%,"102 928","9h 25m","13 805","3 041 362","449 000",92%,"488 234"
"02 March, 2023","683 875",9.82%,"64 114",-3.05%,"105 027","10h 40m","11 566","2 434 419","483 000",91%,"531 849"
"03 March, 2023","307 873",-54.98%,"58 643",-8.53%,"67 240","5h 15m","2 804","2 407 871","216 000",90%,"240 708"
"04 March, 2023","429 953",39.65%,"57 328",-2.24%,"71 105","7h 30m","3 174","1 070 976","263 000",89%,"294 173"
"05 March, 2023",-,-,-,-,-,-,649,-,-,-,-
"06 March, 2023",-,-,-,-,-,-,649,-,-,-,-
"07 March, 2023",-,-,-,-,-,-,649,-,-,-,-
"08 March, 2023","451 301",4.97%,"53 620",-6.47%,"67 695","8h 25m","2 342","1 177 036","248 000",86%,"287 954"
"09 March, 2023","3 092",-99.31%,"18 551",-65.40%,"27 255",10m,4,0,"19 000",111%,"17 042"
"10 March, 2023","535 374",17K%,"56 355",203.79%,"71 276","9h 30m","2 042","1 245 772","241 000",86%,"278 857"
"11 March, 2023","112 633",-78.96%,"42 238",-25.05%,"52 621","2h 40m",782,"522 889","134 000",88%,"151 784"
"12 March, 2023","85 629",-23.98%,"57 086",35.15%,"73 597","1h 30m",288,0,"129 000",90%,"143 270"
"13 March, 2023","663 682",675.07%,"66 369",16.26%,"84 779","10h ","2 980","1 518 160","306 000",87%,"353 405"
"14 March, 2023","529 068",-20.28%,"62 244",-6.21%,"85 121","8h 30m","1 729","960 952","308 000",89%,"344 880"
"15 March, 2023","621 628",17.49%,"59 676",-4.12%,"72 172","10h 25m","2 477","1 678 558","306 000",88%,"346 015"
"16 March, 2023","491 325",-20.96%,"58 959",-1.20%,"78 976","8h 20m","1 289","1 461 360","269 000",88%,"306 901"
"17 March, 2023","418 928",-14.74%,"51 826",-12.10%,"64 922","8h 5m","1 706","1 030 002","220 000",88%,"249 444"
"18 March, 2023",-,-,-,-,-,-,"1 198",-,-,-,-
"19 March, 2023","561 221",33.97%,"53 877",3.96%,"65 686","10h 25m","2 477","1 293 018","272 000",88%,"310 734"
"20 March, 2023","137 067",-75.58%,"54 827",1.76%,"71 582","2h 30m",449,0,"128 000",90%,"142 909"
"21 March, 2023","534 364",289.86%,"66 107",20.57%,"88 461","8h 5m","1 941","1 589 809",0,87%,0
"22 March, 2023","1 015 309",90%,"53 437",-19.16%,"92 395","19h ","4 280",0,"497 000",89%,"561 351"
"23 March, 2023",-,-,-,-,-,-,787,-,-,-,-
"24 March, 2023","1 133 240",11.62%,"53 964",0.99%,"70 187","21h ","5 282",0,"443 000",90%,"493 609"
"25 March, 2023","27 437",-97.58%,"54 874",1.69%,"63 133",30m,65,"2 609 219","61 000",93%,"65 867"
"26 March, 2023","1 289 503",5K%,"60 446",10.15%,"85 108","21h 20m","5 861",0,"470 000",90%,"522 031"
"27 March, 2023",-,-,-,-,-,-,416,-,-,-,-
"28 March, 2023","1 169 562",-9.30%,"57 052",-5.61%,"78 569","20h 30m","5 167",0,"353 000",64%,"553 391"
"29 March, 2023","277 626",-76.26%,"59 491",4.28%,"76 546","4h 40m","1 292","2 600 758","208 000",91%,"229 448"
"30 March, 2023","244 222",-12.03%,"59 809",0.53%,"72 654","4h 5m",843,"639 594",0,0%,0
"31 March, 2023","584 747",139.43%,"60 491",1.14%,"72 116","9h 40m","2 383","1 442 764","140 000",22%,"639 991"
"01 April, 2023","461 910",-21.01%,"61 588",1.81%,"74 904","7h 30m","1 653","1 238 045","223 000",89%,"250 618"
"02 April, 2023","1 208 390",161.61%,"61 969",0.62%,"90 187","19h 30m","6 307","2 369 117","449 000",90%,"498 606"
"03 April, 2023","216 387",-82.09%,"57 703",-6.88%,"73 971","3h 45m",609,0,0,0%,0
"04 April, 2023","622 240",187.56%,"58 335",1.09%,"73 697","10h 40m","2 089","1 386 626",0,0%,0
"05 April, 2023","452 911",-27.21%,"59 076",1.27%,"74 233","7h 40m","1 555","1 195 307",0,0%,0
"06 April, 2023","726 203",60.34%,"55 155",-6.64%,"70 957","13h 10m","3 002","1 074 787",0,22%,0
"07 April, 2023","439 043",-39.54%,"59 870",8.55%,"78 700","7h 20m","1 719","1 298 473",0,93%,0
"08 April, 2023","729 553",66.17%,"54 377",-9.17%,"75 318","13h 25m","3 333",0,0,93%,0
"09 April, 2023","238 878",-67.26%,"63 701",17.15%,"72 614","3h 45m",704,"2 091 782",0,90%,0
"10 April, 2023","191 936",-19.65%,"59 058",-7.29%,"87 225","3h 15m",475,0,0,92%,0
"11 April, 2023","536 261",179.40%,"51 897",-12.13%,"68 220","10h 20m","1 792","1 173 499",0,92%,0
"12 April, 2023","615 304",14.74%,"59 069",13.82%,"89 815","10h 25m","1 923","1 335 598",0,91%,0
"13 April, 2023","537 409",-12.66%,"58 627",-0.75%,"70 381","9h 10m","1 508","1 211 781",0,91%,0
"14 April, 2023","792 604",47.49%,"54 978",-6.22%,"67 945","14h 25m","2 151","1 347 153",0,91%,0
"15 April, 2023","208 845",-73.65%,"61 126",11.18%,"67 923","3h 25m",470,"1 009 852",0,90%,0
"16 April, 2023","59 491",-71.51%,"44 619",-27%,"62 232","1h 20m",141,0,0,94%,0
"17 April, 2023","565 026",849.77%,"55 125",23.55%,"69 292","10h 15m","2 297","1 092 318",0,90%,0
"18 April, 2023","921 800",63.14%,"56 150",1.86%,"71 212","16h 25m","3 202","1 033 034",0,91%,0
"19 April, 2023","371 315",-59.72%,"57 126",1.74%,"75 345","6h 30m","1 305","1 246 967",0,92%,0
"20 April, 2023","370 707",-0.16%,"57 773",1.13%,"67 767","6h 25m",954,"1 106 867",0,90%,0
"21 April, 2023","1 037 788",179.95%,"50 624",-12.37%,"65 478","20h 30m","2 801",0,0,92%,0
"22 April, 2023","100 795",-90.29%,"46 521",-8.10%,"61 003","2h 10m",163,"1 956 462",0,95%,0
"23 April, 2023","746 849",640.96%,"57 821",24.29%,"69 428","12h 55m","2 149","1 112 268",0,91%,0
"24 April, 2023","734 016",-1.72%,"58 333",0.89%,"70 214","12h 35m","1 948","1 178 262",0,92%,0
"25 April, 2023","15 243",-97.92%,"60 971",4.52%,"62 107",15m,23,"929 952",0,88%,0
"26 April, 2023","964 629",6K%,"51 447",-15.62%,"71 623","18h 45m","3 142",0,0,92%,0
"27 April, 2023",-,-,-,-,-,-,509,-,-,-,-
"28 April, 2023","267 463",-72.27%,"50 150",-2.52%,"65 574","5h 20m",351,0,0,93%,0
"29 April, 2023","387 674",44.94%,"48 970",-2.35%,"58 611","7h 55m",941,"1 299 819",0,92%,0
"30 April, 2023","646 218",66.69%,"52 397",7%,"65 231","12h 20m","2 042","1 029 567",0,91%,0
"01 May, 2023","567 276",-12.22%,"56 728",8.27%,"71 625","10h ","1 789","1 294 125",0,91%,0
"02 May, 2023","611 112",7.73%,"53 140",-6.32%,"63 743","11h 30m","1 415","1 066 597",0,91%,0
"03 May, 2023","443 561",-27.42%,"53 765",1.18%,"65 988","8h 15m","1 355","1 148 571",0,90%,0
"04 May, 2023","232 684",-47.54%,"52 683",-2.01%,"59 131","4h 25m",536,"557 545",0,90%,0
"05 May, 2023","1 048 310",350.53%,"49 920",-5.25%,"64 438","21h ","3 290","1 920 974",0,91%,0
"06 May, 2023","70 335",-93.29%,"42 201",-15.46%,"58 509","1h 40m",320,0,0,96%,0
"07 May, 2023","566 656",705.65%,"56 666",34.28%,"68 341","10h ","2 273","1 312 643",0,89%,0
"08 May, 2023","328 449",-42.04%,"48 659",-14.13%,"56 826","6h 45m",970,"768 146",0,89%,0
"09 May, 2023",-,-,-,-,-,-,-156,-,-,-,-
"10 May, 2023","778 880",137.14%,"46 733",-3.96%,"65 046","16h 40m","3 022","1 896 254",0,95%,0
"11 May, 2023","427 429",-45.12%,"46 629",-0.22%,"57 683","9h 10m","2 694",0,0,93%,0
"12 May, 2023","196 152",-54.11%,"48 037",3.02%,"59 602","4h 5m",496,"1 217 710",0,93%,0
"13 May, 2023","304 778",55.38%,"50 796",5.74%,"61 581","6h ",691,"1 149 188",0,89%,0
"14 May, 2023",-,-,-,-,-,-,260,-,-,-,-
"15 May, 2023","194 267",-36.26%,"51 805",1.98%,"65 173","3h 45m",239,0,0,90%,0
"16 May, 2023","461 893",137.76%,"54 341",4.89%,"65 689","8h 30m","1 167","749 999",0,91%,0
"17 May, 2023","655 262",41.86%,"50 730",-6.64%,"64 834","12h 55m","2 714","1 362 705",0,93%,0
"18 May, 2023","371 585",-43.29%,"46 937",-7.48%,"55 928","7h 55m",601,"1 265 300",0,93%,0
"19 May, 2023","628 002",69.01%,"43 815",-6.65%,"56 478","14h 20m","1 837","870 453",0,94%,0
"20 May, 2023","491 145",-21.79%,"50 808",15.96%,"63 757","9h 40m","1 207","1 073 611",0,91%,0
"21 May, 2023","428 568",-12.74%,"53 019",4.35%,"72 363","8h 5m","1 153","1 339 317",0,90%,0
"22 May, 2023","345 020",-19.49%,"52 408",-1.15%,"66 195","6h 35m","1 305","1 344 925",0,88%,0
"23 May, 2023",-,-,-,-,-,-,176,-,-,-,-
"24 May, 2023","464 828",34.72%,"45 721",-12.76%,"61 308","10h 10m",884,"672 456",0,90%,0
"25 May, 2023","544 269",17.09%,"53 100",16.14%,"67 302","10h 15m",131,"1 213 587",0,89%,0
"26 May, 2023","405 519",-25.49%,"53 475",0.71%,"67 081","7h 35m",931,"1 175 036",0,88%,0
"27 May, 2023","120 353",-70.32%,"45 133",-15.60%,"60 080","2h 40m",189,"429 570",0,93%,0
"28 May, 2023",-,-,-,-,-,-,6,-,-,-,-
"29 May, 2023",-,-,-,-,-,-,6,-,-,-,-
"30 May, 2023","375 179",211.73%,"47 391",5%,"61 399","7h 55m","1 022","781 267",0,89%,0
"31 May, 2023","453 353",20.84%,"51 812",9.33%,"62 319","8h 45m","1 288","1 185 305",0,91%,0
"01 June, 2023","398 861",-12.02%,"46 925",-9.43%,"54 973","8h 30m","1 095","943 163",0,92%,0
"02 June, 2023","899 298",125.47%,"48 831",4.06%,"65 447","18h 25m","2 300",0,0,90%,0
"03 June, 2023",-,-,-,-,-,-,238,-,-,-,-
"04 June, 2023","468 195",-47.94%,"52 022",6.53%,"63 507","9h ","1 594","999 077",0,88%,0
"05 June, 2023","1 001 034",113.81%,"54 110",4.02%,"93 884","18h 30m","2 341",0,0,89%,0
"06 June, 2023","168 173",-83.20%,"51 746",-4.37%,"65 574","3h 15m",317,"2 033 429",0,91%,0
"07 June, 2023","53 048",-68.46%,"57 870",11.84%,"59 153",55m,271,"651 932",0,89%,0
"08 June, 2023","400 113",654.25%,"72 748",25.71%,"100 090","5h 30m","1 031",0,0,88%,0
"09 June, 2023","178 512",-55.38%,"63 005",-13.39%,"66 856","2h 50m",499,"1 497 167",0,88%,0
"10 June, 2023","571 704",220.26%,"50 445",-19.93%,"67 814","11h 20m","2 528","1 040 949",0,91%,0
"11 June, 2023","772 079",35.05%,"67 137",33.09%,"92 210","11h 30m","2 428","869 686",0,89%,0
"12 June, 2023","246 633",-68.06%,"72 186",7.52%,"82 096","3h 25m",730,"1 681 498",0,87%,0
"13 June, 2023",-,-,-,-,-,-,157,-,-,-,-
"14 June, 2023",-,-,-,-,-,-,157,-,-,-,-
"15 June, 2023",-,-,-,-,-,-,157,-,-,-,-
"16 June, 2023","149 554",-39.36%,"78 028",8.09%,"109 467","1h 55m","1 443",0,0,87%,0
"17 June, 2023","189 772",26.89%,"65 065",-16.61%,"84 264","2h 55m","1 562","792 149",0,92%,0
"18 June, 2023","45 472",-76.04%,"77 952",19.81%,"82 388",35m,386,"948 072",0,93%,0
"19 June, 2023","134 162",195.04%,"50 311",-35.46%,"71 990","2h 40m","1 950","527 605",0,92%,0
"20 June, 2023","233 434",73.99%,"56 024",11.36%,"70 470","4h 10m","2 218","532 621",0,90%,0
"21 June, 2023","342 065",46.54%,"67 292",20.11%,"88 218","5h 5m","3 837","975 229",0,89%,0
"22 June, 2023",-,-,-,-,-,-,574,-,-,-,-
"23 June, 2023","119 962",-64.93%,"53 317",-20.77%,"73 826","2h 15m","1 237","450 198",0,88%,0
"24 June, 2023","270 158",125.20%,"55 895",4.84%,"78 311","4h 50m","3 652","664 041",0,89%,0
"25 June, 2023","232 649",-13.88%,"63 450",13.52%,"81 175","3h 40m","1 846","860 126",0,88%,0
"26 June, 2023","86 825",-62.68%,"80 146",26.31%,"87 617","1h 5m",502,"605 011",0,86%,0
"27 June, 2023","118 809",36.84%,"47 523",-40.70%,"61 763","2h 30m",941,"418 899",0,90%,0
"28 June, 2023","331 474",179%,"50 351",5.95%,"68 731","6h 35m","2 382","398 842",0,95%,0
"29 June, 2023",-,-,-,-,-,-,295,-,-,-,-
"30 June, 2023","127 449",-61.55%,"43 696",-13.22%,"54 133","2h 55m",717,"415 501",0,93%,0
"01 July, 2023","85 403",-32.99%,"48 802",11.68%,"60 400","1h 45m",929,0,0,88%,0
"02 July, 2023","281 875",230.05%,"55 451",13.62%,"67 116","5h 5m","1 952","736 168",0,91%,0
"03 July, 2023","48 589",-82.76%,"58 306",5.15%,"62 325",50m,247,"700 427",0,89%,0
"04 July, 2023","511 479",952.66%,"46 499",-20.25%,"65 998","11h ","4 026","1 445 460",0,93%,0
"05 July, 2023",-,-,-,-,-,-,324,-,-,-,-
"06 July, 2023","328 307",-35.81%,"44 266",-4.80%,"58 609","7h 25m","2 067","999 542",0,93%,0
"07 July, 2023","150 820",-54.06%,"51 710",16.82%,"87 234","2h 55m","1 682","618 220",0,94%,0
"08 July, 2023",-,-,-,-,-,-,368,-,-,-,-
"09 July, 2023","152 499",1.11%,"49 459",-4.35%,"61 268","3h 5m","1 215",0,0,91%,0
"10 July, 2023","109 347",-28.30%,"50 468",2.04%,"64 332","2h 10m",648,"495 300",0,90%,0
"11 July, 2023","112 724",3.09%,"43 635",-13.54%,"62 122","2h 35m","1 069","487 579",0,95%,0
"12 July, 2023","68 304",-39.41%,"51 228",17.40%,"53 859","1h 20m",322,"462 934",0,90%,0
"13 July, 2023","297 684",335.82%,"41 060",-19.85%,"59 713","7h 15m","2 607","323 454",0,93%,0
"14 July, 2023",-,-,-,-,-,-,-110,-,-,-,-
"15 July, 2023","360 862",21.22%,"40 096",-2.35%,"53 688","9h ","1 735","1 092 532",0,93%,0
"16 July, 2023","176 605",-51.06%,"42 385",5.71%,"57 034","4h 10m",650,"550 932",0,94%,0
"17 July, 2023","1 161",-99.34%,"6 962",-83.57%,"10 723",10m,-5,0,0,198%,0
"18 July, 2023","183 469",16K%,"39 315",464.70%,"52 360","4h 40m",878,"361 356",0,96%,0
"19 July, 2023","96 319",-47.50%,"46 233",17.60%,"51 103","2h 5m",292,"490 072",0,90%,0
"20 July, 2023","124 044",28.78%,"43 780",-5.30%,"51 274","2h 50m",567,"405 085",0,89%,0
"21 July, 2023",-,-,-,-,-,-,"1 352",-,-,-,-
"22 July, 2023","6 898",-94.44%,"16 555",-62.19%,"32 737",25m,222,0,0,134%,0
"23 July, 2023","323 100",5K%,"57 869",249.56%,"72 269","5h 35m","4 810","941 763",0,88%,0
"24 July, 2023","580 983",79.82%,"63 380",9.52%,"112 090","9h 10m","20 478","683 134",0,89%,0
"25 July, 2023","33 101",-94.30%,"99 301",56.67%,"108 233",20m,"1 067","1 460 129",0,86%,0
"26 July, 2023","80 267",142.49%,"41 879",-57.83%,"61 050","1h 55m",754,0,0,95%,0
"27 July, 2023","239 655",198.57%,"44 244",5.65%,"57 458","5h 25m","1 933","1 176 993",0,94%,0
"28 July, 2023","109 681",-54.23%,"38 711",-12.51%,"49 932","2h 50m",640,0,0,96%,0
"29 July, 2023","114 466",4.36%,"57 232",47.84%,"63 163","2h ",492,"696 449",0,89%,0
"30 July, 2023","246 032",114.94%,"42 177",-26.30%,"50 934","5h 50m","1 251","650 952",0,92%,0
"31 July, 2023","145 487",-40.87%,"49 881",18.27%,"56 019","2h 55m",796,"544 227",0,92%,0
"01 August, 2023","61 981",-57.40%,"30 991",-37.87%,"47 611","2h ",-625,"210 842",0,96%,0
"02 August, 2023","322 751",420.73%,"50 961",64.44%,"61 207","6h 20m","1 473","495 987",0,86%,0
"03 August, 2023","129 032",-60.02%,"46 921",-7.93%,"59 387","2h 45m",759,"598 813",0,91%,0
"04 August, 2023","28 785",-77.69%,"57 570",22.70%,"59 999",30m,58,"558 550",0,84%,0
"05 August, 2023","207 376",620.43%,"42 178",-26.74%,"54 801","4h 55m",-491,"766 103",0,91%,0
"06 August, 2023",-,-,-,-,-,-,621,-,-,-,-
"07 August, 2023","266 392",28.46%,"43 199",2.42%,"66 560","6h 10m","2 491","941 500",0,90%,0
"08 August, 2023",-,-,-,-,-,-,-136,-,-,-,-
"09 August, 2023",-,-,-,-,-,-,-136,-,-,-,-
"10 August, 2023",-,-,-,-,-,-,-136,-,-,-,-
"11 August, 2023",-,-,-,-,-,-,-136,-,-,-,-
"12 August, 2023",-,-,-,-,-,-,-136,-,-,-,-
"13 August, 2023","100 117",-62.42%,"60 070",39.05%,"63 993","1h 40m",-12,"679 406",0,84%,0
"14 August, 2023","303 053",202.70%,"53 480",-10.97%,"72 785","5h 40m",146,"1 069 160",0,89%,0
"15 August, 2023","100 711",-66.77%,"44 761",-16.30%,"56 130","2h 15m",-266,0,0,93%,0
"16 August, 2023",-,-,-,-,-,-,"-1 150",-,-,-,-
"17 August, 2023","191 286",89.94%,"37 023",-17.29%,"46 485","5h 10m",-110,"679 726",0,94%,0
"18 August, 2023","41 075",-78.53%,"30 806",-16.79%,"43 915","1h 20m",-110,0,0,98%,0
"19 August, 2023","48 736",18.65%,"34 402",11.67%,"49 020","1h 25m",-262,"296 457",0,97%,0
"20 August, 2023","108 368",122.36%,"44 842",30.35%,"48 966","2h 25m",148,"410 209",0,92%,0
"21 August, 2023","150 810",39.16%,"43 089",-3.91%,"53 211","3h 30m",-206,"477 011",0,92%,0
"22 August, 2023","289 820",92.18%,"41 403",-3.91%,"69 443","7h ",723,"962 209",0,94%,0
"23 August, 2023",-,-,-,-,-,-,337,-,-,-,-
"24 August, 2023","124 880",-56.91%,"37 464",-9.51%,"46 743","3h 20m",542,"389 214",0,91%,0
"25 August, 2023","176 589",41.41%,"32 601",-12.98%,"47 268","5h 25m",-278,"240 328",0,97%,0
"26 August, 2023",-,-,-,-,-,-,126,-,-,-,-
"27 August, 2023",-,-,-,-,-,-,126,-,-,-,-
"28 August, 2023",-,-,-,-,-,-,126,-,-,-,-
"29 August, 2023",-,-,-,-,-,-,126,-,-,-,-
"30 August, 2023","72 978",-58.67%,"38 076",16.79%,"52 588","1h 55m",-125,0,0,97%,0
"31 August, 2023","27 456",-62.38%,"47 067",23.61%,"50 741",35m,9,"390 569",0,94%,0
"01 September, 2023",-,-,-,-,-,-,-143,-,-,-,-
"02 September, 2023",-,-,-,-,-,-,-143,-,-,-,-
"03 September, 2023","302 987",1K%,"46 024",-2.22%,"53 819","6h 35m",521,0,0,96%,0
"04 September, 2023",-,-,-,-,-,-,261,-,-,-,-
"05 September, 2023","105 723",-65.11%,"33 387",-27.46%,"45 859","3h 10m",570,"296 080",0,96%,0
"06 September, 2023","130 983",23.89%,"49 119",47.12%,"56 401","2h 40m",246,"546 031",0,92%,0
"07 September, 2023",-,-,-,-,-,-,242,-,-,-,-
"08 September, 2023","201 489",53.83%,"52 563",7.01%,"74 245","3h 50m","1 301",0,0,93%,0
"09 September, 2023",-,-,-,-,-,-,577,-,-,-,-
"10 September, 2023",-,-,-,-,-,-,577,-,-,-,-
"11 September, 2023",-,-,-,-,-,-,577,-,-,-,-
"12 September, 2023","225 646",11.99%,"55 260",5.13%,"78 357","4h 5m","1 462","727 108",0,94%,0
"13 September, 2023","82 253",-63.55%,"35 251",-36.21%,"43 300","2h 20m",494,"346 921",0,99%,0
"14 September, 2023","150 624",83.12%,"41 079",16.53%,"61 184","3h 40m",833,0,0,97%,0
"15 September, 2023","99 213",-34.13%,"38 405",-6.51%,"51 049","2h 35m",451,"560 131",0,95%,0
"16 September, 2023","89 567",-9.72%,"35 826",-6.71%,"45 816","2h 30m",801,"696 459",0,97%,0
"17 September, 2023","33 451",-62.65%,"28 672",-19.97%,"39 903","1h 10m",79,0,0,99%,0
"18 September, 2023","139 331",316.52%,"37 155",29.59%,"48 071","3h 45m",502,"309 052",0,96%,0
"19 September, 2023","14 977",-89.25%,"25 673",-30.90%,"39 607",35m,2,"326 491",0,101%,0
"20 September, 2023","171 957",1K%,"34 975",36.23%,"43 820","4h 55m",43,"274 023",0,97%,0
"21 September, 2023","72 451",-57.87%,"36 226",3.58%,"48 224","2h ",83,"353 877",0,95%,0
"22 September, 2023","21 483",-70.35%,"42 965",18.60%,"50 237",30m,-6,"302 823",0,94%,0
