Date,"Hours_Watched","HW gain %","Avg_Viewers","Avg. View. Gain %","Peak_Viewers",Airtime,"Followers_Gained","Live Views","Authorized Viewers","Auth. / All Viewers Ratio","Unique Viewers"
"03 December, 2021","835 599",-1.25%,"87 194",9.92%,"149 920","9h 35m","10 135","38 590","509 000",84%,"604 357"
"04 December, 2021","316 562",-62.12%,"111 728",28.14%,"155 926","2h 50m","3 421","69 503","302 000",86%,"352 962"
"05 December, 2021","878 391",177.48%,"85 697",-23.30%,"121 145","10h 15m","5 429","51 120","436 000",84%,"516 761"
"06 December, 2021","730 316",-16.86%,"77 556",-9.50%,"130 396","9h 25m","4 913","47 785","374 000",87%,"430 038"
"07 December, 2021","340 895",-53.32%,"67 062",-13.53%,"123 647","5h 5m","2 412","33 489","270 000",90%,"301 056"
"08 December, 2021","868 128",154.66%,"86 813",29.45%,"122 475","10h ","4 383","2 304 132","419 000",85%,"490 398"
"09 December, 2021","809 251",-6.78%,"84 444",-2.73%,"131 481","9h 35m","4 276","2 444 153","375 000",84%,"447 165"
"10 December, 2021","1 007 270",24.47%,"93 700",10.96%,"144 556","10h 45m","6 036",0,"541 000",86%,"627 172"
"11 December, 2021","510 003",-49.37%,"77 469",-17.32%,"94 881","6h 35m","2 208","2 204 300","247 000",87%,"284 385"
"12 December, 2021","1 503 004",194.70%,"77 077",-0.51%,"115 893","19h 30m","9 574",0,"637 000",88%,"721 895"
"13 December, 2021","279 998",-81.37%,"80 000",3.79%,"95 343","3h 30m","1 307","112 861","212 000",85%,"248 368"
"14 December, 2021","761 550",171.98%,"69 761",-12.80%,"106 005","10h 55m","4 096","57 695","364 000",87%,"420 091"
"15 December, 2021","1 163 949",52.84%,"72 370",3.74%,"118 603","16h 5m","7 085","1 684 940","493 000",87%,"565 840"
"16 December, 2021","385 392",-66.89%,"85 643",18.34%,"125 965","4h 30m","1 686","52 257","242 000",88%,"274 861"
"17 December, 2021","1 410 989",266.12%,"71 143",-16.93%,"113 312","19h 50m","8 212",0,"534 000",90%,"591 652"
"18 December, 2021","212 408",-84.95%,"74 967",5.38%,"85 952","2h 50m",850,"101 653","194 000",86%,"226 041"
"19 December, 2021","906 367",326.71%,"65 918",-12.07%,"94 957","13h 45m","6 011","2 148 979","431 000",90%,"480 851"
"20 December, 2021","1 001 173",10.46%,"73 257",11.13%,"118 494","13h 40m","7 435",0,"480 000",91%,"529 709"
"21 December, 2021","727 386",-27.35%,"85 575",16.81%,"115 637","8h 30m","5 121","3 972 934","370 000",83%,"445 868"
"22 December, 2021","949 856",30.58%,"80 270",-6.20%,"111 358","11h 50m","6 144","59 530","409 000",86%,"473 723"
"23 December, 2021","585 775",-38.33%,"66 946",-16.60%,"94 720","8h 45m","3 361","36 288","332 000",89%,"372 750"
"24 December, 2021","588 144",0.40%,"87 133",30.16%,"155 885","6h 45m","4 981","1 461 716","311 000",81%,"385 121"
"25 December, 2021","373 607",-36.48%,"56 751",-34.87%,"84 813","6h 35m","3 485","30 094","287 000",91%,"314 909"
"26 December, 2021","751 183",101.06%,"77 045",35.76%,"98 827","9h 45m","5 393","41 009","387 000",90%,"429 148"
"27 December, 2021","546 601",-27.23%,"67 621",-12.23%,"97 794","8h 5m","4 832","1 220 977","326 000",93%,"350 233"
"28 December, 2021","855 280",56.47%,"82 107",21.42%,"124 607","10h 25m","5 615","46 439","383 000",88%,"437 612"
"29 December, 2021","1 319 525",54.28%,"73 648",-10.30%,"115 902","17h 55m","11 303",0,"561 000",90%,"625 244"
"30 December, 2021","611 258",-53.68%,"82 417",11.91%,"107 842","7h 25m","6 239","84 303","371 000",87%,"428 899"
"31 December, 2021","722 737",18.24%,"77 437",-6.04%,"116 574","9h 20m","5 546","47 709","330 000",86%,"381 943"
