Date,"Hours_Watched","HW gain %","Avg_Viewers","Avg. View. Gain %","Peak_Viewers",Airtime,"Followers_Gained","Live Views","Authorized Viewers","Auth. / All Viewers Ratio","Unique Viewers"
"18 January, 2022","393 258",-72.08%,"79 985",5.99%,"112 731","4h 55m","3 549","4 411 455","297 000",89%,"334 765"
"19 January, 2022","710 717",80.73%,"74 812",-6.47%,"97 761","9h 30m","4 416","2 318 141","356 000",88%,"404 640"
"20 January, 2022","789 462",11.08%,"74 012",-1.07%,"91 127","10h 40m","4 904","2 082 874","330 000",88%,"375 805"
"21 January, 2022","810 904",2.72%,"64 873",-12.35%,"85 467","12h 30m","5 525","2 090 179","363 000",90%,"402 196"
"22 January, 2022","1 185 361",46.18%,"82 700",27.48%,"146 649","14h 20m","8 171",0,"457 000",88%,"517 049"
"23 January, 2022","782 692",-33.97%,"96 828",17.08%,"132 945","8h 5m","5 780","4 692 859","385 000",86%,"445 141"
"24 January, 2022","686 223",-12.33%,"94 651",-2.25%,"133 683","7h 15m","4 246","3 067 947","307 000",85%,"362 846"
"25 January, 2022","1 417 238",106.53%,"73 306",-22.55%,"115 690","19h 20m","9 043",0,"568 000",89%,"635 927"
"26 January, 2022","401 140",-71.70%,"104 645",42.75%,"133 799","3h 50m","3 063","4 616 381","243 000",84%,"289 130"
"27 January, 2022","819 591",104.32%,"85 523",-18.27%,"105 024","9h 35m","4 143","2 437 581","338 000",86%,"393 456"
"28 January, 2022","407 822",-50.24%,"67 039",-21.61%,"80 132","6h 5m","1 834",0,"308 000",92%,"334 078"
"29 January, 2022","709 245",73.91%,"75 318",12.35%,"95 338","9h 25m","3 925","2 416 820","361 000",88%,"409 300"
"30 January, 2022","586 726",-17.27%,"86 922",15.41%,"111 867","6h 45m","6 493","2 627 262","277 000",86%,"322 677"
"31 January, 2022","1 538 702",162.25%,"74 454",-14.34%,"101 489","20h 40m","8 494",0,"545 000",89%,"609 900"
"01 February, 2022","167 452",-89.12%,"91 337",22.68%,"99 720","1h 50m",740,"4 178 746","163 000",87%,"187 766"
"02 February, 2022","692 095",313.31%,"65 395",-28.40%,"88 749","10h 35m","3 639","1 705 864","332 000",83%,"400 923"
"03 February, 2022","869 053",25.57%,"78 411",19.90%,"106 991","11h 5m","3 490",0,"449 000",85%,"525 390"
"04 February, 2022","555 736",-36.05%,"80 348",2.47%,"104 559","6h 55m","2 067","3 589 416","284 000",82%,"346 949"
"05 February, 2022","760 766",36.89%,"75 448",-6.10%,"95 727","10h 5m","4 031","2 034 119","337 000",86%,"394 150"
"06 February, 2022","767 380",0.87%,"80 075",6.13%,"104 709","9h 35m","6 281",0,"413 000",88%,"469 065"
"07 February, 2022","741 878",-3.32%,"76 746",-4.16%,"106 081","9h 40m","4 422","4 083 966","347 000",87%,"400 806"
"08 February, 2022","1 575",-99.79%,"9 445",-87.69%,"13 852",10m,1,0,"25 000",133%,"18 801"
"09 February, 2022","1 015 489",64K%,"74 760",691.53%,"127 003","13h 35m","7 390","1 875 567","470 000",84%,"560 346"
"10 February, 2022","580 296",-42.86%,"80 972",8.31%,"109 345","7h 10m","2 814","2 739 355","301 000",85%,"352 609"
"11 February, 2022",-,-,-,-,-,-,974,-,-,-,-
"12 February, 2022","1 599 347",175.61%,"74 101",-8.49%,"115 724","21h 35m","9 181",0,"599 000",89%,"676 616"
"13 February, 2022","602 278",-62.34%,"90 342",21.92%,"136 724","6h 40m","4 059","4 553 053","316 000",86%,"367 808"
"14 February, 2022","743 845",23.51%,"94 960",5.11%,"132 529","7h 50m","3 800","2 970 802","325 000",86%,"377 615"
"15 February, 2022","591 555",-20.47%,"63 952",-32.65%,"82 621","9h 15m","3 472","1 224 552","312 000",91%,"343 570"
"16 February, 2022","809 086",36.77%,"75 852",18.61%,"105 167","10h 40m","3 316","2 255 464","333 000",84%,"394 920"
"17 February, 2022","661 276",-18.27%,"62 483",-17.63%,"85 639","10h 35m","2 872","1 600 082","293 000",90%,"325 420"
"18 February, 2022","646 806",-2.19%,"63 621",1.82%,"87 870","10h 10m","2 438","1 562 319","280 000",90%,"312 732"
"19 February, 2022","1 468 322",127.01%,"68 828",8.18%,"96 109","21h 20m","7 470",0,"474 000",87%,"543 625"
"20 February, 2022",-,-,-,-,-,-,"1 270",-,-,-,-
"21 February, 2022","1 129 879",-23.05%,"72 120",4.78%,"118 466","15h 40m","5 649",0,"391 000",86%,"453 225"
"22 February, 2022","497 859",-55.94%,"84 146",16.67%,"111 952","5h 55m","2 822","4 060 645","267 000",82%,"325 462"
"23 February, 2022","746 575",49.96%,"81 445",-3.21%,"112 923","9h 10m","3 408","2 145 465","313 000",83%,"377 195"
"24 February, 2022","1 648 361",120.79%,"70 898",-12.95%,"95 144","23h 15m","10 247",0,"721 000",87%,"827 900"
"25 February, 2022","64 016",-96.12%,"76 819",8.35%,"80 068",50m,328,"4 709 132","116 000",83%,"139 936"
"26 February, 2022","992 196",1K%,"64 013",-16.67%,"77 982","15h 30m","6 649","2 457 321","460 000",83%,"551 785"
"27 February, 2022","1 055 870",6.42%,"75 419",17.82%,"101 912","14h ","9 544","2 600 669","471 000",85%,"551 353"
"28 February, 2022","1 036 583",-1.83%,"61 579",-18.35%,"89 147","16h 50m","5 709",0,"429 000",87%,"495 306"
"01 March, 2022","397 201",-61.68%,"80 787",31.19%,"93 798","4h 55m","1 585","3 645 451","252 000",81%,"309 409"
"02 March, 2022","1 117 824",181.43%,"66 406",-17.80%,"98 604","16h 50m","6 083",0,"409 000",85%,"479 603"
"03 March, 2022","344 563",-69.18%,"75 178",13.21%,"101 119","4h 35m","1 406","4 179 553","189 000",82%,"229 143"
"04 March, 2022","374 887",8.80%,"60 793",-19.13%,"80 224","6h 10m","1 349",0,"259 000",89%,"289 892"
"05 March, 2022","360 690",-3.79%,"65 580",7.88%,"90 929","5h 30m","1 920","2 043 766","231 000",82%,"281 820"
"06 March, 2022","687 907",90.72%,"68 222",4.03%,"84 980","10h 5m","3 535","1 989 469","362 000",84%,"431 223"
"07 March, 2022","912 144",32.60%,"61 493",-9.86%,"83 530","14h 50m","4 587",0,"442 000",90%,"492 680"
"08 March, 2022","405 891",-55.50%,"68 601",11.56%,"88 897","5h 55m","1 573","3 290 200","239 000",68%,"350 131"
"09 March, 2022","690 568",70.14%,"57 151",-16.69%,"70 529","12h 5m","3 163","1 645 178","270 000",86%,"315 211"
"10 March, 2022","202 531",-70.67%,"52 834",-7.55%,"70 344","3h 50m","1 057","707 081","173 000",91%,"189 278"
"11 March, 2022","675 220",233.39%,"66 415",25.70%,"84 045","10h 10m","2 884","1 790 208","326 000",89%,"366 830"
"12 March, 2022","757 630",12.20%,"66 362",-0.08%,"97 009","11h 25m","4 262",0,"434 000",90%,"479 636"
"13 March, 2022","22 185",-97.07%,"44 369",-33.14%,"67 044",30m,697,"2 175 079","79 000",94%,"84 056"
"14 March, 2022","851 847",4K%,"72 498",63.40%,"92 195","11h 45m","4 981","2 192 083","427 000",86%,"495 338"
"15 March, 2022","1 350 671",58.56%,"68 389",-5.67%,"94 503","19h 45m","7 447",0,"574 000",88%,"649 944"
"16 March, 2022","17 342",-98.72%,"69 367",1.43%,"72 289",15m,57,"3 228 961","85 000",92%,"92 772"
"17 March, 2022","551 239",3K%,"52 919",-23.71%,"64 057","10h 25m","4 084","1 490 333","322 000",93%,"347 342"
"18 March, 2022","515 047",-6.57%,"79 238",49.73%,"103 759","6h 30m","2 595",0,"317 000",79%,"401 767"
"19 March, 2022","383 749",-25.49%,"80 789",1.96%,"109 899","4h 45m","2 369","2 505 422","281 000",86%,"325 444"
"20 March, 2022","687 722",79.21%,"73 032",-9.60%,"88 449","9h 25m","4 166","2 020 325","382 000",90%,"424 177"
"21 March, 2022","633 099",-7.94%,"61 268",-16.11%,"89 275","10h 20m","4 043","1 541 709","322 000",90%,"357 143"
"22 March, 2022","1 311 470",107.15%,"62 951",2.75%,"86 328","20h 50m","6 881",0,"550 000",92%,"597 694"
"23 March, 2022","107 030",-91.84%,"80 272",27.52%,"89 935","1h 20m",462,"3 568 108","140 000",84%,"166 741"
"24 March, 2022","639 547",497.54%,"55 613",-30.72%,"69 898","11h 30m","3 629","1 559 914","330 000",92%,"360 441"
"25 March, 2022","1 316 307",105.82%,"65 272",17.37%,"89 602","20h 10m","7 252",0,"599 000",89%,"673 979"
"26 March, 2022","62 116",-95.28%,"82 821",26.89%,"89 831",45m,121,"3 422 994","98 000",87%,"112 954"
"27 March, 2022","944 253",1K%,"65 878",-20.46%,"89 093","14h 20m","5 872","2 540 306","493 000",92%,"534 896"
"28 March, 2022","318 037",-66.32%,"82 966",25.94%,"122 487","3h 50m","2 359",0,"289 000",88%,"327 539"
"29 March, 2022","484 885",52.46%,"70 959",-14.47%,"121 524","6h 50m","2 462","2 490 375","319 000",93%,"342 239"
"30 March, 2022","637 480",31.47%,"62 703",-11.63%,"80 288","10h 10m","3 705","1 676 262","349 000",89%,"391 329"
"31 March, 2022","483 933",-24.09%,"50 062",-20.16%,"66 872","9h 40m","2 633","1 237 842","278 000",92%,"302 377"
"01 April, 2022","1 411 881",191.75%,"66 182",32.20%,"134 919","21h 20m","8 473",0,"608 000",92%,"661 950"
"02 April, 2022",-,-,-,-,-,-,"2 763",-,-,-,-
"03 April, 2022","1 716 123",21.55%,"127 120",92.08%,"233 011","13h 30m","72 333","3 878 095","1 135 000",84%,"1 344 518"
"04 April, 2022","1 737 466",1.24%,"182 892",43.87%,"293 605","9h 30m","93 117","8 039 416","1 292 000",90%,"1 435 255"
"05 April, 2022","845 558",-51.33%,"107 944",-40.98%,"206 188","7h 50m","7 614","6 226 181","578 000",85%,"676 176"
"06 April, 2022","1 425 728",68.61%,"73 114",-32.27%,"96 855","19h 30m","10 422",0,"776 000",92%,"839 153"
"07 April, 2022","60 065",-95.79%,"55 444",-24.17%,"79 794","1h 5m","1 662","4 229 581","144 000",97%,"148 296"
"08 April, 2022","634 281",955.99%,"65 055",17.33%,"87 105","9h 45m","5 055",0,0,92%,0
"09 April, 2022",-,-,-,-,-,-,"1 374",-,-,-,-
"10 April, 2022",-,-,-,-,-,-,"1 374",-,-,-,-
"11 April, 2022","1 130 731",78.27%,"74 554",14.60%,"97 878","15h 10m","8 015",0,"609 000",83%,"735 721"
"12 April, 2022","393 220",-65.22%,"84 262",13.02%,"99 553","4h 40m","1 914","4 164 269","278 000",90%,"308 366"
"13 April, 2022","1 277 957",225%,"66 676",-20.87%,"82 835","19h 10m","6 360",0,"609 000",93%,"654 710"
"14 April, 2022","138 272",-89.18%,"61 454",-7.83%,"82 766","2h 15m","2 138","3 533 852","179 000",93%,"191 720"
"15 April, 2022","1 248 279",802.77%,"83 219",35.42%,"103 238","15h ","11 521","2 718 279","588 000",90%,"652 023"
"16 April, 2022","1 693 483",35.67%,"94 520",13.58%,"122 513","17h 55m","11 243","4 308 359","623 000",90%,"691 621"
"17 April, 2022",612,-99.96%,"7 338",-92.24%,"11 841",5m,0,0,"15 000",261%,"5 753"
"18 April, 2022","734 140",120K%,"68 292",830.66%,"91 785","10h 45m","6 029","1 882 443","393 000",92%,"426 981"
"19 April, 2022","678 164",-7.62%,"69 555",1.85%,"85 162","9h 45m","3 003","1 731 692","355 000",92%,"386 574"
"20 April, 2022","1 281 240",88.93%,"60 771",-12.63%,"91 446","21h 5m","4 374",0,"558 000",94%,"596 673"
"21 April, 2022",-,-,-,-,-,-,715,-,-,-,-
"22 April, 2022","1 377 956",7.55%,"68 898",13.37%,"91 512","20h ","5 498",0,"549 000",93%,"592 583"
"23 April, 2022","256 453",-81.39%,"64 113",-6.95%,"83 922","4h ",673,"3 220 537","237 000",96%,"247 601"
"24 April, 2022","519 555",102.59%,"71 663",11.78%,"88 617","7h 15m","1 938","2 133 340","302 000",92%,"326 586"
"25 April, 2022","1 776 927",242.01%,"91 911",28.25%,"151 942","19h 20m","12 686",0,"683 000",91%,"754 016"
"26 April, 2022","981 893",-44.74%,"125 348",36.38%,"172 972","7h 50m","28 360","4 314 135","786 000",91%,"868 046"
"27 April, 2022","2 157 105",119.69%,"182 291",45.43%,"330 068","11h 50m","73 855","4 028 231","969 000",91%,"1 069 659"
"28 April, 2022","729 639",-66.18%,"171 680",-5.82%,"261 159","4h 15m","17 365","4 650 126","476 000",92%,"517 297"
"29 April, 2022","687 009",-5.84%,"64 407",-62.48%,"78 264","10h 40m","4 876","1 710 865","409 000",93%,"440 662"
"30 April, 2022","679 794",-1.05%,"67 418",4.67%,"87 273","10h 5m","4 558","1 913 620","422 000",93%,"452 241"
"01 May, 2022",-,-,-,-,-,-,"2 849",-,-,-,-
"02 May, 2022","61 361",-90.97%,"52 595",-21.99%,"78 409","1h 10m",341,0,"110 000",94%,"117 431"
"03 May, 2022","1 847 033",3K%,"80 598",53.24%,"130 263","22h 55m","13 605",0,"779 000",91%,"860 701"
"04 May, 2022","579 709",-68.61%,"92 754",15.08%,"140 278","6h 15m","5 414","4 887 473","444 000",93%,"479 245"
"05 May, 2022","990 944",70.94%,"85 549",-7.77%,"135 236","11h 35m","7 134","2 569 667","547 000",93%,"590 948"
"06 May, 2022","408 276",-58.80%,"76 552",-10.52%,"90 324","5h 20m","1 761","2 865 449","265 000",92%,"289 117"
"07 May, 2022","1 340 163",228.25%,"71 476",-6.63%,"101 327","18h 45m","7 715",0,"645 000",95%,"676 920"
"08 May, 2022","362 488",-72.95%,"71 309",-0.23%,"86 639","5h 5m","2 357","3 828 916","324 000",94%,"345 628"
"09 May, 2022","342 063",-5.63%,"70 771",-0.75%,"86 276","4h 50m","2 027","1 332 833","310 000",93%,"333 530"
"10 May, 2022","734 299",114.67%,"70 493",-0.39%,"99 966","10h 25m","3 385","1 949 984","416 000",92%,"453 903"
"11 May, 2022","621 732",-15.33%,"65 446",-7.16%,"81 369","9h 30m","2 532","1 828 925","354 000",91%,"387 102"
"12 May, 2022","1 363 735",119.34%,"63 677",-2.70%,"91 553","21h 25m","5 446",0,"598 000",93%,"641 534"
"13 May, 2022",-,-,-,-,-,-,568,-,-,-,-
"14 May, 2022","646 289",-52.61%,"60 590",-4.85%,"76 717","10h 40m","2 601","1 699 264","363 000",92%,"393 115"
"15 May, 2022","222 708",-65.54%,"72 230",19.21%,"103 053","3h 5m",894,"50 688","221 000",92%,"239 476"
"16 May, 2022","1 641 495",637.06%,"93 800",29.86%,"148 853","17h 30m","9 077","2 252 490","727 000",91%,"795 557"
"17 May, 2022","1 293 608",-21.19%,"100 151",6.77%,"134 086","12h 55m","5 388","3 520 132","589 000",90%,"652 388"
"18 May, 2022","397 749",-69.25%,"83 737",-16.39%,"106 452","4h 45m","1 332","3 175 436","350 000",89%,"394 025"
"19 May, 2022","1 003 403",152.27%,"77 683",-7.23%,"100 915","12h 55m","3 470","2 106 812","592 000",89%,"666 396"
"20 May, 2022","1 010 263",0.68%,"73 922",-4.84%,"91 783","13h 40m","4 029","3 604 202","526 000",87%,"604 031"
"21 May, 2022","122 794",-87.85%,"58 941",-20.27%,"79 756","2h 5m",473,0,"156 000",91%,"171 232"
"22 May, 2022","818 814",566.82%,"74 438",26.29%,"89 613","11h ","4 590","2 080 054","470 000",89%,"527 056"
"23 May, 2022","1 764 641",115.51%,"81 445",9.41%,"126 477","21h 40m","8 567","4 611 452","704 000",90%,"784 925"
"24 May, 2022","786 354",-55.44%,"77 346",-5.03%,"104 145","10h 10m","2 972",0,"460 000",90%,"508 633"
"25 May, 2022","440 958",-43.92%,"73 493",-4.98%,"89 147","6h ","1 728","2 694 686","325 000",90%,"361 168"
"26 May, 2022","1 461 838",231.51%,"75 612",2.88%,"110 872","19h 20m","6 030","1 955 188","683 000",92%,"741 950"
"27 May, 2022","1 193 539",-18.35%,"86 280",14.11%,"126 094","13h 50m","5 431","2 887 570","593 000",91%,"654 752"
"28 May, 2022","334 073",-72.01%,"61 675",-28.52%,"81 151","5h 25m","1 507","2 695 945","299 000",94%,"317 641"
"29 May, 2022","526 191",57.51%,"73 422",19.05%,"86 885","7h 10m","2 775","2 171 427","295 000",90%,"326 678"
"30 May, 2022","1 600 970",204.26%,"73 608",0.25%,"109 960","21h 45m","7 030",0,"657 000",90%,"726 942"
"31 May, 2022","371 040",-76.82%,"69 570",-5.49%,"84 734","5h 20m","1 365","4 002 849","320 000",93%,"345 187"
"01 June, 2022","875 469",135.95%,"72 956",4.87%,"153 756","12h ","4 603","2 188 058","491 000",90%,"543 672"
"02 June, 2022","445 598",-49.10%,"75 313",3.23%,"84 457","5h 55m","1 393","2 632 621","263 000",91%,"290 342"
"03 June, 2022","1 498 111",236.20%,"69 411",-7.84%,"98 423","21h 35m","5 533",0,"636 000",92%,"691 838"
"04 June, 2022",-,-,-,-,-,-,369,-,-,-,-
"05 June, 2022","1 858 941",24.09%,"82 315",18.59%,"143 036","22h 35m","6 478",0,"706 000",90%,"783 978"
"06 June, 2022","75 954",-95.91%,"53 615",-34.87%,"81 235","1h 25m",249,"4 716 021","123 000",93%,"132 890"
"07 June, 2022","774 338",919.48%,"66 850",24.68%,"86 291","11h 35m","3 146","2 137 933","395 000",91%,"435 452"
"08 June, 2022",-,-,-,-,-,-,794,-,-,-,-
"09 June, 2022","1 431 893",84.92%,"71 895",7.55%,"128 597","19h 55m","4 872",0,"555 000",91%,"607 599"
"10 June, 2022","285 501",-80.06%,"92 595",28.79%,"105 006","3h 5m",836,"4 179 428","177 000",89%,"198 082"
"11 June, 2022","682 857",139.18%,"59 379",-35.87%,"75 395","11h 30m","2 725","1 758 798","382 000",92%,"413 722"
"12 June, 2022","1 524 460",123.25%,"75 907",27.83%,"140 732","20h 5m","6 102",0,"661 000",92%,"715 632"
"13 June, 2022","190 014",-87.54%,"60 005",-20.95%,"88 921","3h 10m",799,"4 015 568","197 000",94%,"208 654"
"14 June, 2022","396 368",108.60%,"64 276",7.12%,"84 922","6h 10m","1 487","1 193 556","275 000",93%,"296 209"
"15 June, 2022","649 798",63.94%,"66 082",2.81%,"91 007","9h 50m","3 485","1 952 078","351 000",89%,"392 931"
"16 June, 2022","599 883",-7.68%,"62 596",-5.27%,"75 018","9h 35m","2 397","1 712 901","334 000",92%,"364 809"
"17 June, 2022","1 286 151",114.40%,"61 003",-2.55%,"76 826","21h 5m","4 713",0,"564 000",92%,"610 554"
"18 June, 2022",-,-,-,-,-,-,412,-,-,-,-
"19 June, 2022","1 280 434",-0.44%,"62 460",2.39%,"80 652","20h 30m","4 507","3 053 385","536 000",93%,"574 459"
"20 June, 2022","416 972",-67.44%,"65 838",5.41%,"79 915","6h 20m","1 030",0,"309 000",93%,"330 799"
"21 June, 2022","636 789",52.72%,"63 153",-4.08%,"82 872","10h 5m","2 349",0,"319 000",90%,"353 055"
"22 June, 2022","875 875",37.55%,"61 108",-3.24%,"90 139","14h 20m","3 778",0,"440 000",94%,"465 913"
"23 June, 2022","525 883",-39.96%,"76 031",24.42%,"96 177","6h 55m","1 900",0,"270 000",90%,"301 364"
"24 June, 2022","1 288 672",145.05%,"61 123",-19.61%,"83 096","21h 5m","3 740",0,"540 000",93%,"579 194"
"25 June, 2022","201 399",-84.37%,"65 319",6.86%,"88 123","3h 5m","3 220",0,"231 000",91%,"254 085"
"26 June, 2022","225 972",12.20%,"66 138",1.25%,"77 156","3h 25m","1 053",0,"162 000",89%,"182 813"
"27 June, 2022","1 344 899",495.16%,"65 873",-0.40%,"96 732","20h 25m","11 588",0,"560 000",92%,"608 789"
"28 June, 2022","53 022",-96.06%,"45 448",-31.01%,"67 681","1h 10m",495,0,"86 000",91%,"94 021"
"29 June, 2022","1 308 884",2K%,"61 837",36.06%,"74 937","21h 10m","8 887",0,"515 000",91%,"563 388"
"30 June, 2022","26 117",-98%,"34 823",-43.69%,"52 472",45m,509,0,"67 000",98%,"68 149"
"01 July, 2022","746 702",3K%,"60 137",72.69%,"81 389","12h 25m","6 370",0,"431 000",93%,"465 092"
"02 July, 2022","308 347",-58.71%,"62 715",4.29%,"81 971","4h 55m","1 612","3 045 490","199 000",94%,"211 662"
"03 July, 2022",-,-,-,-,-,-,"1 630",-,-,-,-
"04 July, 2022","97 086",-68.51%,"55 478",-11.54%,"80 465","1h 45m",597,0,"127 000",94%,"135 787"
"05 July, 2022","536 978",453.10%,"61 369",10.62%,"76 266","8h 45m","3 602",0,"334 000",92%,"363 754"
"06 July, 2022","700 771",30.50%,"60 499",-1.42%,"93 080","11h 35m","4 276",0,"413 000",93%,"443 057"
"07 July, 2022","392 939",-43.93%,"72 543",19.91%,"84 330","5h 25m","1 913",0,"249 000",89%,"278 913"
"08 July, 2022","1 150 716",192.85%,"57 536",-20.69%,"93 906","20h ","6 494",0,"522 000",93%,"562 498"
"09 July, 2022",-,-,-,-,-,-,834,-,-,-,-
"10 July, 2022","1 314 174",14.20%,"63 847",10.97%,"102 738","20h 35m","7 686",0,"565 000",94%,"600 517"
"11 July, 2022",-,-,-,-,-,-,-893,-,-,-,-
"12 July, 2022","1 245 574",-5.22%,"62 021",-2.86%,"85 047","20h 5m","4 710",0,"517 000",93%,"553 947"
"13 July, 2022","20 892",-98.32%,"62 675",1.05%,"78 825",20m,41,"3 320 405","72 000",102%,"70 699"
"14 July, 2022","1 249 698",6K%,"69 108",10.26%,"110 763","18h 5m","10 555",0,"535 000",91%,"589 633"
"15 July, 2022","99 448",-92.04%,"70 198",1.58%,"74 740","1h 25m",301,"8 846 032","110 000",91%,"120 888"
"16 July, 2022","1 238 973",1K%,"58 766",-16.29%,"80 207","21h 5m","5 069",0,"495 000",92%,"537 106"
"17 July, 2022",-,-,-,-,-,-,"2 538",-,-,-,-
"18 July, 2022","1 390 821",12.26%,"62 744",6.77%,"91 007","22h 10m","7 603",0,"602 000",91%,"659 201"
"19 July, 2022",-,-,-,-,-,-,"1 467",-,-,-,-
"20 July, 2022","1 188 042",-14.58%,"59 901",-4.53%,"94 621","19h 50m","7 386",0,"534 000",92%,"582 634"
"21 July, 2022","111 415",-90.62%,"60 771",1.45%,"77 394","1h 50m",819,"3 313 065","140 000",91%,"153 486"
"22 July, 2022","554 957",398.10%,"67 954",11.82%,"105 095","8h 10m","4 641","2 187 296","350 000",89%,"391 855"
"23 July, 2022","402 183",-27.53%,"60 328",-11.22%,"76 485","6h 40m","1 728",0,"287 000",94%,"303 804"
"24 July, 2022","504 894",25.54%,"65 856",9.16%,"84 487","7h 40m","4 543","2 546 859","298 000",90%,"329 403"
"25 July, 2022","1 332 156",163.85%,"64 720",-1.72%,"84 362","20h 35m","8 352","3 647 378","534 000",90%,"593 206"
"26 July, 2022",407,-99.97%,"4 882",-92.46%,"4 882",5m,0,0,"7 000",154%,"4 557"
"27 July, 2022","413 333",101K%,"55 730",1K%,"69 887","7h 25m","2 233","1 338 358","232 000",89%,"262 001"
"28 July, 2022","1 415 707",242.51%,"63 155",13.32%,"87 346","22h 25m","6 631",0,"533 000",89%,"599 757"
"29 July, 2022","19 287",-98.64%,"28 930",-54.19%,"58 520",40m,97,"3 650 481","70 000",116%,"60 264"
"30 July, 2022","598 414",3K%,"63 549",119.66%,"75 420","9h 25m","3 043","1 640 609","328 000",88%,"372 935"
"31 July, 2022","1 272 539",112.65%,"66 106",4.02%,"89 829","19h 15m","6 195",0,"517 000",89%,"580 855"
"01 August, 2022",-,-,-,-,-,-,705,-,-,-,-
"02 August, 2022",-,-,-,-,-,-,705,-,-,-,-
"03 August, 2022","1 412 630",11.01%,"63 252",-4.32%,"90 426","22h 20m","7 181",0,"614 000",90%,"681 646"
"04 August, 2022","19 985",-98.59%,"34 260",-45.84%,"57 352",35m,53,"3 505 657","59 000",104%,"56 918"
"05 August, 2022","1 237 064",6K%,"60 345",76.14%,"76 642","20h 30m","4 640","3 143 567","501 000",90%,"556 610"
"06 August, 2022",-,-,-,-,-,-,"1 431",-,-,-,-
"07 August, 2022","368 938",-70.18%,"66 079",9.50%,"82 376","5h 35m","1 382",0,"291 000",92%,"315 344"
"08 August, 2022","447 550",21.31%,"71 608",8.37%,"89 819","6h 15m","1 764","2 287 747","233 000",88%,"263 639"
"09 August, 2022","1 266 117",182.90%,"69 062",-3.56%,"103 528","18h 20m","14 407",0,"580 000",91%,"635 849"
"10 August, 2022","584 121",-53.87%,"74 569",7.97%,"98 108","7h 50m","8 335","3 688 590","371 000",96%,"386 514"
"11 August, 2022","765 475",31.05%,"71 764",-3.76%,"100 349","10h 40m","7 008","2 116 469","384 000",93%,"413 192"
"12 August, 2022","1 452 295",89.72%,"73 225",2.04%,"86 823","19h 50m","9 156","4 144 273","523 000",90%,"584 069"
"13 August, 2022","419 722",-71.10%,"62 958",-14.02%,"81 965","6h 40m","1 807",0,"245 000",92%,"266 554"
"14 August, 2022","279 516",-33.40%,"65 768",4.46%,"77 466","4h 15m",641,"2 038 983","180 000",91%,"198 251"
"15 August, 2022","397 181",42.10%,"45 829",-30.32%,"65 594","8h 40m","2 804","967 029","273 000",91%,"300 066"
"16 August, 2022","556 138",40.02%,"64 793",41.38%,"76 410","8h 35m","2 249","1 630 506","254 000",87%,"292 341"
"17 August, 2022","1 331 791",139.47%,"58 327",-9.98%,"86 339","22h 50m","5 061",0,"481 000",88%,"545 594"
"18 August, 2022",-,-,-,-,-,-,530,-,-,-,-
"19 August, 2022","1 269 459",-4.68%,"61 426",5.31%,"89 352","20h 40m","16 063","3 067 510","509 000",87%,"583 043"
"20 August, 2022",-,-,-,-,-,-,-232,-,-,-,-
"21 August, 2022","398 725",-68.59%,"57 647",-6.15%,"73 722","6h 55m",618,0,"246 000",94%,"262 926"
