Date,"Hours_Watched","HW gain %","Avg_Viewers","Avg. View. Gain %","Peak_Viewers",Airtime,"Followers_Gained","Live Views","Authorized Viewers","Auth. / All Viewers Ratio","Unique Viewers"
"22 August, 2022","226 082",-43.30%,"63 093",9.45%,"72 425","3h 35m",418,"1 863 857","168 000",91%,"184 396"
"23 August, 2022","1 241 501",449.14%,"59 832",-5.17%,"99 348","20h 45m","4 431",0,"524 000",91%,"577 372"
"24 August, 2022","37 904",-96.95%,"34 989",-41.52%,"52 431","1h 5m",32,"3 091 249","67 000",96%,"69 803"
"25 August, 2022","1 072 062",3K%,"52 084",48.86%,"72 479","20h 35m","3 901","2 863 195","433 000",95%,"455 342"
"26 August, 2022","157 292",-85.33%,"49 672",-4.63%,"63 452","3h 10m",238,0,"130 000",89%,"145 872"
"27 August, 2022","429 708",173.19%,"59 270",19.32%,"69 176","7h 15m","1 146","1 608 274","217 000",88%,"247 405"
"28 August, 2022","1 123 281",161.41%,"56 164",-5.24%,"77 820","20h ","4 050",0,"435 000",90%,"482 859"
"29 August, 2022","4 530",-99.60%,"54 349",-3.23%,"66 133",5m,0,"2 846 473","45 000",108%,"41 555"
"30 August, 2022","1 232 286",27K%,"57 990",6.70%,"78 699","21h 15m","4 696",0,"454 000",90%,"505 189"
"31 August, 2022","60 371",-95.10%,"60 371",4.11%,"70 958","1h ",134,"3 219 822","88 000",90%,"98 121"
"01 September, 2022",-,-,-,-,-,-,963,-,-,-,-
"02 September, 2022","454 521",652.88%,"43 986",-27.14%,"58 755","10h 20m","1 851","1 195 046","230 000",91%,"253 264"
"03 September, 2022","580 080",27.62%,"52 339",18.99%,"74 265","11h 5m","1 922",0,"249 000",91%,"272 658"
"04 September, 2022","62 868",-89.16%,"39 706",-24.14%,"61 080","1h 35m",617,"1 707 943","107 000",98%,"109 354"
"05 September, 2022","724 031",1K%,"57 539",44.91%,"76 636","12h 35m","2 606","1 455 666","331 000",91%,"362 869"
"06 September, 2022","426 770",-41.06%,"61 702",7.23%,"73 678","6h 55m","1 287","1 741 227","210 000",91%,"231 880"
"07 September, 2022","1 045 651",145.02%,"54 086",-12.34%,"92 478","19h 20m","-1 818",0,"462 000",93%,"497 928"
"08 September, 2022","298 085",-71.49%,"51 100",-5.52%,"72 675","5h 50m","1 204","2 883 295","247 000",94%,"261 929"
"09 September, 2022","495 078",66.09%,"52 113",1.98%,"70 317","9h 30m","1 369","1 575 366","329 000",93%,"352 812"
"10 September, 2022","505 596",2.12%,"56 703",8.81%,"69 866","8h 55m",486,"1 733 218","323 000",90%,"357 861"
"11 September, 2022","79 280",-84.32%,"45 303",-20.10%,"70 510","1h 45m",-358,"519 950","117 000",94%,"123 913"
"12 September, 2022","1 325 410",2K%,"59 347",31%,"77 358","22h 20m","5 427",0,"510 000",87%,"583 462"
"13 September, 2022","122 181",-90.78%,"50 558",-14.81%,"68 173","2h 25m",226,"3 153 940","133 000",93%,"142 378"
"14 September, 2022","361 503",195.87%,"57 079",12.90%,"70 549","6h 20m",763,"1 011 257","269 000",92%,"292 548"
"15 September, 2022","442 323",22.36%,"57 074",-0.01%,"69 213","7h 45m","1 255","1 700 788","244 000",86%,"283 981"
"16 September, 2022","667 727",50.96%,"58 064",1.73%,"81 585","11h 30m","1 374","1 044 432","367 000",90%,"409 796"
"17 September, 2022","428 087",-35.89%,"79 032",36.11%,"127 540","5h 25m","1 666","2 379 179","255 000",84%,"303 877"
"18 September, 2022","1 311 016",206.25%,"76 371",-3.37%,"97 059","17h 10m","4 915",0,"503 000",82%,"612 661"
"19 September, 2022",-,-,-,-,-,-,826,-,-,-,-
"20 September, 2022","1 934 393",47.55%,"107 966",41.37%,"227 064","17h 55m","10 009",0,"828 000",80%,"1 034 416"
"21 September, 2022","76 264",-96.06%,"183 034",69.53%,"209 634",25m,501,"5 347 249","226 000",84%,"269 916"
"22 September, 2022","1 407 876",2K%,"70 986",-61.22%,"95 055","19h 50m",75,"3 463 331","644 000",82%,"786 052"
"23 September, 2022",-,-,-,-,-,-,-351,-,-,-,-
"24 September, 2022","1 518 317",7.84%,"71 732",1.05%,"135 158","21h 10m","5 304",0,"686 000",84%,"821 106"
"25 September, 2022",-,-,-,-,-,-,117,-,-,-,-
"26 September, 2022","807 438",-46.82%,"58 723",-18.14%,"78 442","13h 45m","6 318","1 964 796","391 000",83%,"472 818"
"27 September, 2022","288 962",-64.21%,"64 214",9.35%,"86 161","4h 30m",305,0,"198 000",87%,"228 595"
"28 September, 2022","393 823",36.29%,"65 637",2.22%,"74 769","6h ",846,"1 747 921","219 000",85%,"258 361"
"29 September, 2022","987 359",150.71%,"58 366",-11.08%,"82 706","16h 55m","2 839","1 277 768","414 000",89%,"463 979"
"30 September, 2022","8 478",-99.14%,"25 433",-56.43%,"44 891",20m,69,"1 368 548","37 000",106%,"34 912"
"01 October, 2022","226 891",3K%,"104 719",311.74%,"125 781","2h 10m","3 575","1 110 289","221 000",87%,"253 379"
"02 October, 2022",-,-,-,-,-,-,"1 264",-,-,-,-
"03 October, 2022","165 858",-26.90%,"64 203",-38.69%,"85 405","2h 35m",368,0,"165 000",91%,"181 769"
"04 October, 2022","1 005 667",506.34%,"80 454",25.31%,"133 840","12h 30m","10 761","1 721 781","755 000",91%,"825 472"
"05 October, 2022","520 151",-48.28%,"90 461",12.44%,"116 065","5h 45m","4 544","3 605 841","448 000",92%,"485 142"
"06 October, 2022","785 552",51.02%,"69 314",-23.38%,"114 667","11h 20m","10 859","2 178 641","564 000",92%,"611 321"
"07 October, 2022",-,-,-,-,-,-,"1 429",-,-,-,-
"08 October, 2022",-,-,-,-,-,-,"1 429",-,-,-,-
"09 October, 2022",-,-,-,-,-,-,"1 429",-,-,-,-
"10 October, 2022","400 882",-48.97%,"80 177",15.67%,"105 749","5h ","3 480",0,"348 000",91%,"382 281"
"11 October, 2022","576 146",43.72%,"90 971",13.46%,"107 877","6h 20m","9 099","3 034 571","426 000",90%,"471 967"
"12 October, 2022","1 625 616",182.15%,"76 500",-15.91%,"113 230","21h 15m","22 642",0,"814 000",92%,"882 969"
"13 October, 2022",-,-,-,-,-,-,312,-,-,-,-
"14 October, 2022",-,-,-,-,-,-,312,-,-,-,-
"15 October, 2022",-,-,-,-,-,-,312,-,-,-,-
"16 October, 2022",-,-,-,-,-,-,312,-,-,-,-
"17 October, 2022","51 603",-96.83%,"47 633",-37.73%,"70 703","1h 5m",475,0,"110 000",92%,"119 558"
"18 October, 2022","777 726",1K%,"69 132",45.13%,"85 330","11h 15m","8 525","1 980 598","484 000",91%,"531 649"
"19 October, 2022","510 048",-34.42%,"72 007",4.16%,"89 223","7h 5m","4 843","1 703 822","331 000",89%,"370 363"
"20 October, 2022","1 263 149",147.65%,"55 933",-22.32%,"71 968","22h 35m","9 347",0,"651 000",96%,"680 452"
"21 October, 2022",-,-,-,-,-,-,-78,-,-,-,-
"22 October, 2022",-,-,-,-,-,-,-78,-,-,-,-
"23 October, 2022",-,-,-,-,-,-,-78,-,-,-,-
"24 October, 2022",-,-,-,-,-,-,-78,-,-,-,-
"25 October, 2022",-,-,-,-,-,-,-78,-,-,-,-
"26 October, 2022","543 711",-56.96%,"54 828",-1.98%,"76 055","9h 55m","3 605","1 211 245","361 000",94%,"385 128"
"27 October, 2022","660 457",21.47%,"67 166",22.50%,"81 572","9h 50m","6 230","1 643 615","383 000",94%,"407 802"
"28 October, 2022","634 265",-3.97%,"55 965",-16.68%,"76 933","11h 20m","4 795","1 654 730","409 000",95%,"429 318"
"29 October, 2022",678,-99.89%,"8 136",-85.46%,"14 735",5m,0,"535 982","13 000",145%,"8 954"
"30 October, 2022","473 255",70K%,"49 817",512.30%,"65 341","9h 30m","2 773","1 404 875","287 000",95%,"302 525"
"31 October, 2022","1 318 237",178.55%,"61 793",24.04%,"84 246","21h 20m","11 831",0,"616 000",94%,"653 162"
"01 November, 2022",-,-,-,-,-,-,558,-,-,-,-
"02 November, 2022","1 381 157",4.77%,"65 510",6.02%,"90 469","21h 5m","10 059",0,"628 000",94%,"665 692"
"03 November, 2022",-,-,-,-,-,-,"2 256",-,-,-,-
"04 November, 2022","682 953",-50.55%,"58 960",-10%,"82 203","11h 35m","5 390","1 936 557","390 000",94%,"414 878"
"05 November, 2022",-,-,-,-,-,-,"2 101",-,-,-,-
"06 November, 2022","1 208 456",76.95%,"59 924",1.64%,"75 194","20h 10m","9 366",0,"605 000",97%,"626 079"
"07 November, 2022",-,-,-,-,-,-,485,-,-,-,-
"08 November, 2022","942 025",-22.05%,"53 575",-10.59%,"68 847","17h 35m","5 512",0,"530 000",92%,"574 927"
"09 November, 2022","505 981",-46.29%,"63 248",18.05%,"69 485","8h ","3 032","3 977 970","280 000",88%,"319 262"
"10 November, 2022","432 148",-14.59%,"45 094",-28.70%,"66 163","9h 35m","2 870","1 220 354","270 000",90%,"299 784"
"11 November, 2022","545 259",26.17%,"48 468",7.48%,"65 296","11h 15m","3 954","1 294 534","374 000",91%,"413 147"
"12 November, 2022",-,-,-,-,-,-,248,-,-,-,-
"13 November, 2022","1 074 206",97.01%,"54 390",12.22%,"81 945","19h 45m","3 988",0,"513 000",91%,"563 180"
"14 November, 2022",-,-,-,-,-,-,571,-,-,-,-
"15 November, 2022","718 687",-33.10%,"50 434",-7.27%,"75 160","14h 15m","2 880","1 184 695","386 000",89%,"432 792"
"16 November, 2022","317 847",-55.77%,"68 110",35.05%,"79 120","4h 40m","1 146","1 522 865","187 000",84%,"222 197"
"17 November, 2022","591 289",86.03%,"43 799",-35.69%,"72 003","13h 30m","1 997","1 380 860","329 000",91%,"362 782"
"18 November, 2022",-,-,-,-,-,-,"1 636",-,-,-,-
"19 November, 2022","87 179",-85.26%,"47 553",8.57%,"70 173","1h 50m",225,0,"113 000",94%,"119 645"
"20 November, 2022","542 086",521.81%,"55 599",16.92%,"75 955","9h 45m","1 615","1 517 707","308 000",89%,"346 717"
"21 November, 2022","481 569",-11.16%,"53 017",-4.64%,"66 502","9h 5m",2,"1 233 100","244 000",89%,"273 064"
"22 November, 2022","447 980",-6.97%,"55 998",5.62%,"71 511","8h ","2 008","1 517 910","253 000",89%,"283 088"
"23 November, 2022","226 386",-49.47%,"46 839",-16.36%,"63 577","4h 50m",501,"610 311","188 000",92%,"203 911"
"24 November, 2022","590 107",160.66%,"53 243",13.67%,"64 958","11h 5m","1 374","1 383 635","264 000",90%,"292 606"
"25 November, 2022","528 990",-10.36%,"56 177",5.51%,"64 047","9h 25m","1 801","1 372 165","247 000",89%,"279 094"
"26 November, 2022","532 672",0.70%,"52 827",-5.96%,"67 312","10h 5m","2 396",0,"239 000",88%,"270 196"
"27 November, 2022","525 343",-1.38%,"52 976",0.28%,"62 543","9h 55m","2 684","1 308 660","262 000",88%,"297 609"
"28 November, 2022","387 064",-26.32%,"55 295",4.38%,"71 434","7h ","1 601","779 877","256 000",90%,"283 368"
"29 November, 2022","444 710",14.89%,"54 455",-1.52%,"66 977","8h 10m","1 586","1 438 722","229 000",89%,"255 919"
"30 November, 2022","1 027 928",131.15%,"51 612",-5.22%,"74 891","19h 55m","4 559","2 531 117","396 000",90%,"441 547"
"01 December, 2022",-,-,-,-,-,-,701,-,-,-,-
"02 December, 2022","725 214",-29.45%,"47 041",-8.86%,"67 119","15h 25m","2 675",0,"351 000",90%,"391 643"
"03 December, 2022",-,-,-,-,-,-,347,-,-,-,-
"04 December, 2022","1 084 235",49.51%,"54 898",16.70%,"67 492","19h 45m","4 643","2 588 746","439 000",91%,"481 754"
"05 December, 2022",-,-,-,-,-,-,848,-,-,-,-
"06 December, 2022","712 766",-34.26%,"52 154",-5%,"74 594","13h 40m","3 873",0,"352 000",91%,"386 211"
"07 December, 2022","364 334",-48.88%,"57 527",10.30%,"64 512","6h 20m","1 885","2 726 676","192 000",88%,"218 207"
"08 December, 2022","231 860",-36.36%,"39 748",-30.91%,"51 331","5h 50m","1 214","639 190","136 000",90%,"151 489"
"09 December, 2022","700 136",201.96%,"65 638",65.14%,"106 647","10h 40m","2 537","1 873 982","299 000",87%,"344 878"
"10 December, 2022","928 810",32.66%,"55 177",-15.94%,"73 116","16h 50m","4 309",0,"396 000",90%,"442 405"
"11 December, 2022","82 961",-91.07%,"71 109",28.87%,"75 111","1h 10m",238,"2 446 703","113 000",87%,"129 537"
"12 December, 2022","273 774",230%,"56 643",-20.34%,"73 165","4h 50m",852,0,"186 000",89%,"208 244"
"13 December, 2022","381 694",39.42%,"62 744",10.77%,"76 159","6h 5m","1 457","1 626 288","190 000",88%,"215 960"
"14 December, 2022","819 336",114.66%,"50 943",-18.81%,"72 273","16h 5m","3 497","1 212 307","359 000",95%,"377 309"
"15 December, 2022","241 909",-70.47%,"60 478",18.72%,"71 866","4h ",930,"1 528 216","167 000",90%,"184 562"
"16 December, 2022","892 785",269.06%,"51 017",-15.64%,"79 796","17h 30m","4 046",0,"387 000",91%,"423 500"
"17 December, 2022","120 974",-86.45%,"63 117",23.72%,"75 145","1h 55m",394,"2 482 462","135 000",91%,"148 334"
"18 December, 2022","611 332",405.34%,"60 131",-4.73%,"91 354","10h 10m","2 935","1 682 397","317 000",92%,"344 716"
"19 December, 2022",-,-,-,-,-,-,288,-,-,-,-
"20 December, 2022",-,-,-,-,-,-,288,-,-,-,-
"21 December, 2022",-,-,-,-,-,-,288,-,-,-,-
"22 December, 2022","516 165",-15.57%,"50 771",-15.57%,"62 006","10h 10m","2 250","1 224 999","260 000",88%,"294 064"
"23 December, 2022","295 021",-42.84%,"54 465",7.28%,"67 181","5h 25m","1 195",0,"220 000",91%,"241 535"
"24 December, 2022","472 109",60.03%,"57 809",6.14%,"79 162","8h 10m","2 648","1 542 307","281 000",91%,"308 666"
"25 December, 2022","267 700",-43.30%,"56 358",-2.51%,"65 313","4h 45m","2 147","1 392 539","189 000",95%,"199 691"
"26 December, 2022","37 894",-85.84%,"41 338",-26.65%,"57 574",55m,185,0,"71 000",92%,"77 137"
"27 December, 2022","560 754",1K%,"60 081",45.34%,"68 719","9h 20m","2 598","1 366 824","252 000",89%,"284 515"
"28 December, 2022","333 423",-40.54%,"44 457",-26.01%,"62 482","7h 30m","2 468","837 666","200 000",91%,"219 430"
"29 December, 2022","1 122 044",236.52%,"53 431",20.19%,"70 929","21h ","7 140",0,"431 000",92%,"469 835"
"30 December, 2022",-,-,-,-,-,-,-247,-,-,-,-
"31 December, 2022","534 083",-52.40%,"51 272",-4.04%,"60 996","10h 25m","3 333","1 267 990","288 000",91%,"316 696"
